UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
35333,80285,Canada,7-4-2020,All the waste and all the need 170 k litres of milk dumped in one province alone We have breakfast clubs food banks imagine what they could do with this Don t blame farmers blame the bureaucracy shame,0
35334,80286,,7-4-2020,Tucker Carlson made a great point We ve decided going to the grocery store is somehow less dangerous than going to work It makes no sense,2
35335,80287,,7-4-2020,Supermarket shoppers in S pore ditch baskets full of items amp leave products at random spots,1
35336,80288,"Ghana,Eastern Region, Kpong- ",7-4-2020,"Wash your hands frequently with soap and the cleanest water available or use hand sanitizer.

#coronavirus #healtheducation #covid19 #healthpromotion https://t.co/B1Z4A6Oj37",3
35337,80289,"Portland, OR",7-4-2020, COMMISSIONS OPEN  Hiii I m opening up emergency comms so that my family and I can prepare for the month long quarantine I will also donate some of my earnings to help UP Medical Foundation against COVID 19 Prices in the thread Full Comm info here,2
35338,80290,"Munich, Bavaria",7-4-2020,Checkers at East Rand Retail Park opposite East Rand Mall has been shutdown after a staff member tested positive for COVID 19 Self isolation is being encouraged for those who have been at the store in the past 14 days,3
35339,80291,Manchester UK,7-4-2020,"@ThatTimWalker The govt and their media mates are shifting the blame onto the public. People are further away in parks than they are in the supermarket, or in Westminster. The photos of them are taken from ground level so they look closer. https://t.co/IU",1
35340,80292,Johannesburg,7-4-2020,"@manziniking @AdvoBarryRoux @MTNza @TelkomZA I dont know what ICASA's role is, same to competition commission.. only recentlu I heared competition commission's name being mentioned on news via covid 19 price hike. But prices have been hiked since day 1 in",2
35341,80293,"Durban, South Africa",7-4-2020,@ReiMachaba @monsieurponto prices) shud b sold only online to maintain social distancing &amp; any monies that the retailers get  from the price inflation shud b donated 2wds the COVID-19 Fund 4 SMMEs that'll be affected! thereby solving 2 problems at the,1
35342,80294,,7-4-2020,Outside food consumption changes other behavioral shifts are affecting agriculture With fewer drivers on the road demand for ethanol has fallen and prices have fallen a record low Ethanol plants have halted production eliminating 100s of rural jobs,0
35343,80295,North East. England ,7-4-2020,Stay safe people any item that will go into a postbox will be sent out Larger items will depend on courier prices,3
35344,80296,"Boston, MA",7-4-2020,COVID 19 Why hoarding supplies is human nature according to a psychologist,2
35345,80297,"Shawnee, OK, USA",7-4-2020,"gas prices today in Shawnee, OK. https://t.co/1pOnqkRA7P",3
35346,80298,"Berkeley, CA / Washington, DC",7-4-2020,will distribute masks and sanitizer to currently incarcerated and recently released loved ones in cities that include Los Angeles Chicago New Orleans Detroit and St Louis DONATE here,3
35347,80299,"Twentynine Palms Base, CA",7-4-2020,I really miss @NASCAR and @MLB but watching people walk around with masks on like everyone is about to rob the grocery store is quite entertaining! #coronavirus #QuarantineLife,3
35348,80300,Worldwide (#ZA),7-4-2020,Nigeria Africa s largest oil producer whose revenues have tumbled with the fall in oil prices is seeking nearly 7 billion from lenders to fund its fight against COVID 19 and falling oil prices,1
35349,80301,Everywhere + Nigeria + Globe,7-4-2020,prices claw their way into positive territory as hopes that the world s biggest producers will agree to cut output outweighed analyst fears that a global recession in the wake of the crisis could be deeper than expected 19,1
35350,80302,Europe. ,7-4-2020,Video simulating how 19 spreads Apart from fact you might breath in or make contact eye intraocular fluid residue ends up on surfaces like products Supermarket Mouth cover essential to help prevent spreading amp,4
35351,80303,,7-4-2020,People please don t forget the food banks Our local ones are desperate for food and demand is high If you re looking for ways to help send food 19,3
35352,80304,Guatemala,7-4-2020,Japan to declare state of emergency over   Empty food shelves at a supermarket in Tokyo,1
35353,80305,,7-4-2020,We re providing temporary flexibility to help egg producers meet increased demand for shell eggs by consumers at retail locations during the public health emergency,3
35354,80306,"Skipton, England",7-4-2020,Today hamilton reflects on the empty shelves in the supermarket alcohol aisle and wonders how our relationship with alcohol might change during the Coronavirus pandemic,1
35355,80307,Ghana,7-4-2020,"Wash your hands often with soap and water for at least 20 secs,  after being in a public place,  after blowing your nose, coughing or sneezing. If soap and water is not available, use a  sanitizer with at least 60% alcohol.



#covid19

#coronavirus 

#safetytips 

#stayhomestaysafe https://t.co/1sfMQ4uRxU",2
35356,80308,Michigan,7-4-2020,  With milk prices plunging to lows dairy farmers are dumping the product to curb an oversupply during the lockdown More,1
35357,80309,"Los Angeles, CA",7-4-2020,An analysis of the economic impact attributed to COVID 19 by McKinsey has estimated that Africa s GDP growth in 2020 could be cut by 3 to 8 percentage points due to a loss in non oil products supply chain disruptions and drop in commodity prices,0
35358,80310,Worldwide,7-4-2020,Was shopping at my local grocery store and thanked some employees One said they get a lot of angry customers so she appreciated my comments I m sure you ve already reminded people but let s,3
35359,80311,"Bay Area, CA",7-4-2020,At tonight s White House briefing infectious disease expert Dr Deborah Birx says families should consolidate trips to the grocery store and try to go maybe once every two weeks only sending one person instead of entire family if possible,2
35360,80312,NYC,7-4-2020,Worrisome gt gt At least four grocery workers including two Walmart workers have died from Covid 19 Workers at Trader Joe s Giant and Walmart have died from the coronavirus,0
35361,80313,USA,7-4-2020,Farmworkers are suffering the financial effects of the COVID 19 pandemic as concerns for their health continue to grow,1
35362,80314,,7-4-2020,"Following a news item on a NYC ICU doctors #COVID19 #coronavirus procedures at work, decided to try and get N95 mask to wear under DIY mask/scarf. DIY shops out. EBays prices for surgical ones are extortionate. Bought ? mask for 2 disposables. Looking at UV light to sterilise!",2
35363,80315,,7-4-2020,At Loblaw roughly 400 corporate level staff now work at stores Walmart Canada said it asked its head office employees to shift to in store work in mid March and has since had dozens of volunteers gt Absolutely love this story,4
35364,80316,"Global As Needed(Atlanta, GA)",7-4-2020,So awesome to see how big business is coming together to contribute to the solution to beat #coronavirus #Ikea is making masks and sanitizer to help fight COVID-19 https://t.co/H8JJRnNb4X @IKEAUSA #coronavirus #Masks4All #Masks #MasksSaveLives https://t.co/yzPyfFXvP6,4
35365,80317,,7-4-2020,"New hand washing station at a grocery store in Quebec. All customers must #WashYourHands before getting a cart 

#coronavirus https://t.co/31YSfxIx0h",3
35366,80318,,7-4-2020,The actions we all take over the next two weeks will determine how severely this virus will impact our community Residents should not gather at each other s homes or crowd the beach Please limit the number of trips to the grocery store and pharmacy,1
35367,80319,"Illinois, USA",7-4-2020,Paper by and Lee Schultz suggests a 20 reduction in processing capacity due to COVID 19 plant shutdowns could reduce cattle prices by 26 and hog prices by 36,2
35368,80320,New York,7-4-2020,"Curious how #COVID19 has impacted consumer behaviors? Access our Sector Insights offering and track consumer spending &amp; transactions for over 135 sectors, industries and sub-industries. Report updated daily and inflection points observed in near-real time: https://t.co/2rKdXldCKK https://t.co/Wwt7GoOmjn",3
35369,80321,,7-4-2020,"I went to a #Chinese #supermarket. The staff was all wearing 2 masks, a face shield (to protect eyes) and also each check out area had a plastic shield. All but one customer in the market was wearing a face mask. I felt #safer there than anywhere else.

#covid19 #coronavirus",3
35370,80322,"Beaumont, TX",7-4-2020,"ExxonMobil announced Tuesday it will reduce its capital spending by 30% and cut its cash operating expenses by 15% in response to low commodity prices resulting from oversupply and demand weakness from the COVID-19 pandemic."" https://t.co/5WyzWeTCqg",0
35371,80323,wreaking havoc,7-4-2020,for my DC folks a new COVID 19 relief bill was just passed that includes a freeze on rent utility cut offs who can qualify for un employment direct link,3
35372,80324,,7-4-2020,"These films will have you washing your hands while singing Happy Birthday twice, using hand sanitizer, stocking up on toilet paper and even using social distancing from your mom!



Read more ? https://t.co/JJtGVFI7hX



#coronavirus #covid19 #contagion #podcast #horror https://t.co/1h8XjxUZxT",4
35373,80325,Small town America ,7-4-2020,As the Saudis and Russians drive down oil prices and the demand for energy declines in response to the U S energy producers need to know the federal gov supports them One of the best ways to do that is to ensure they have access to capital,4
35374,80326,"UK, USA & Singapore",7-4-2020,"Exploring global responses to staying well and finding normality in the times of corona https://t.co/jPpqlF4Qzc Read more here: https://t.co/dEk0x37KbA #covid-19 #corona #covid19 #coronavirus #corona #socialdistancing #staysafe #wellbeing #quarantine 

#lockdown",3
35375,80327,No one cares ,7-4-2020,Saudi Arabia Russia and allied oil producers will only agree to deep cuts to their crude output at talks this week if the United States and several others join in with curbs to help prop up prices that have been hammered by the crisis,1
35376,80328,United States,7-4-2020,A Swiss artist paid tribute to the people on the frontlines of the COVID 19 pandemic painting a nurse and a supermarket cashier The artist plans on creating more giant portraits in the coming weeks of construction workers and garbage collectors,3
35377,80329,Based @1871Chicago,7-4-2020,With people hunkering down it's that more important to get your meals planned &amp; have your ingredients go the distance. Here are some amazing ingredients to stock your pantry with! #30Seconds @EatcleanerFood #coronavirus #socialdistancing #food #COVID19 https://t.co/GmmEZAIqp4,4
35378,80330,,7-4-2020,"$18.99 for 5x70ml and Sanitizer Gel. Safe ingredients,  effective disinfection. This Hand sanitizer Gel effectively kills 99.99% of germs and bacteria on the skin. Delivery within 72 hours. #coronavirus #handsanitizer #washhands #handwashing #washandset #washinghands https://t.co/d5s3JdEaFZ",4
35379,80331,"Ohio, USA",7-4-2020,State drug transparency programs are closely watching prices of potential treatments for COVID 19 Other helpful tools highlighted in NASHP s blog today s clinical trials tracker amp s Abnormal Drug Price Increase Tracker,4
35380,80332,"Virginia, USA",7-4-2020,Make the right choice Buy ammo,2
35381,80333,Nor CAL,7-4-2020,Getting up at 5:30am so I can attend the 60+ (and at risk) hours at the supermarket starting at 6am. I'm going about every two weeks. #CoronavirusUSA #coronavirus #Covid_19,1
35382,80334,New York,7-4-2020,People don t realize that we know a lot about This is the 7th human coronavirus There is a lot we know about the other six that are directly applicable to this one IDSA spokesperson shares common misconceptions amp more,3
35383,80335,"Denver, Colorado",7-4-2020,"Like Centennial State craft breweries, local wine makers are facing decreased revenue and relying on direct-to-consumer sales more than ever. https://t.co/JfrFjZSeKI",3
35384,80336,"Fort Smith - Fayetteville, AR",7-4-2020,"While continuing to serve the community through the COVID-19 crisis, the Jane B. Gearhart Full Circle Food Pantry still needs donations. https://t.co/JqSJ428Xsn",0
35385,80337,"Regina, SK",7-4-2020,"President Todd Lewis says farmers are worried about lower prices and reduced cash flow as well as availability of farm inputs at seeding.



Read more: https://t.co/s68AghBHCa



#Saskag #APAS #COVID19SK",1
35386,80338,,7-4-2020,".@Uber lists job openings in delivery/food production/grocery industry on its app to help US drivers that are experiencing decreased ride-hailing demand due to COVID-19. Uber is also partnering with @Dominos, @Shipt, and @CareGuide to hire Uber drivers.https://t.co/e4IdxybyL9",3
35387,80339,Australia,7-4-2020,COVID 19 Supermarket giants have introduced strict new social distancing limits on how many people are allowed inside stores,2
35388,80340,"Muskegon, MI",7-4-2020,As demand for food increases during Covid 19 crisis AgeWell Services of West Michigan launches curbside meal pick ups,0
35389,80341,Boise,7-4-2020,Zac Alley says he has no idea how he contracted covid-19. He says the only place he had visited was the grocery store.,1
35390,80342,toronto,7-4-2020, All hands on deck  Grocery store executives get a taste of the hard life on coronavirus front lines,1
35391,80343,Philadelphia ,7-4-2020,Gas prices dropping during COVID 19 pandemic,2
35392,80344,??? uoo???uo?,7-4-2020,THIS JUST IN Employee at grocery store tests positive for,3
35393,80345,La la land..??,7-4-2020,DC residents Take a look,2
35394,80346,Seattle,7-4-2020,I got my hoodie from and you can go to to get your own All proceeds go to benefit keeping our neighbors nourished by providing access to healthy food Help them meet the increased demand due to 19,4
35395,80347,"Taipei City, Taiwan",7-4-2020,  PRODUCT DROP   I added the SHADOW tote to my shop Shipping prices for domestic have been decreased and all items can now be shipped internationally   Please note that due to COVID 19 items may be delayed so pls be patient  ,1
35396,80348,NY | CA | NJ | Scotland,7-4-2020,This story about grocery store workers dying from COVID 19 notes that Walmart and Kroger are starting to check temps of employees OK but why not check temps of customers before letting them in stores,3
35397,80349,"Los Angeles, CA",7-4-2020,1 3 My op ed W in person jail visits banned bc of COVID 19 phone calls are only way anxious families can stay in touch w incarcerated loved ones We must stop charging high prices for phone calls amp make them free SF did it other places can too,3
35398,80350,Philippines,7-4-2020,Why would Du30 genuinely care about possible COVID 19 deaths if he already killed thousands thru Tokhang hunger high prices rising school fees etc This isn t the time to demand action from him This is the time to and his dysfunctional gov t,1
35399,80351,"Chicago, IL",7-4-2020,Cutting Through the Clutter Understanding Your Options to Navigate Your Business During the Pandemic Webinar Join ChiBizHub and Chicago Business Affairs amp Consumer Protection to discover all the resources to help your businesses manage through COVID 19 and beyond,3
35400,80352,"Chicago, IL",7-4-2020,TODAY Join Gies Business professor Carlos Torelli for his upcoming webinar titled Consumer Behavior in the Global Marketplace in the Time of When April 7 2020 1pm CST Register,3
35401,80353,"California, USA",7-4-2020,?TP is a commodity now! Do not play with me!? #toiletpaper #funny #lol #comedian #comedy #haha #LMAO #entertainer #entertainment #covid #coronavirus #quarantine #quarantinelife #quarantinecomedy  @tiktok_us https://t.co/umsATGkuzW,1
35402,80354,Australia,7-4-2020,"I just broke social isolation to go grocery shopping (after I got the flu shot).



No florists are open but these arent too shabby for supermarket flowers, are they?



#flowers #SocialDistancing #COVID19 #COVID19Au #Sydney https://t.co/bh9VZbhiAX",0
35403,80355,Desireland ,7-4-2020,Supermarkets have record sales because of the coronavirus crisis Their workers who are putting themselves and their families in danger should be getting paid at least  15 an hour They re doing this essential work so we can buy the groceries we need,0
35404,80356,"Detroit, MI",7-4-2020,"I think this fear of the #Coronavirus isn't helping these brands either. Since there are men who want to destroy all fun in ??.



#TGIFRIDAYS prices are WAY TOO HIGH for the amount of food &amp; low quality. I understand if they're not here much longer.



https://t.co/vw4ZSQ1OvI",1
35405,80357,Canada,7-4-2020,"@Espcoffee8 On January 25th I started to warn people about #Coronavirus as I contracted H1N1 and that was not pleasant I could see this coming back then started to stock up, buy masks and sanitizer knew this would be a long haul no one listened.",0
35406,80358,,7-4-2020,"The coronavirus (COVID-19) is impacting the global economy and raising fears of a recession. What causes a recession and what are the signs?



Wall Street's stock market rally fizzled in the final hour of trading Tuesday following another plunge in oil prices.",0
35407,80359,"Seattle, WA",7-4-2020,4 8 We have secured approval amp the materials to begin the production of hand sanitizer We will begin filling our bottles with sanitizer which meets the World Health Organizations standards to fight and kill 99 9 of harmful germs and bacteria,3
35408,80360,,7-4-2020,They are doctors nurses disability care workers they re the people delivering your food and stacking your supermarket shelves so you can be safe They also pay taxes doesn t care about your visa status it doesn t discriminate and neither should we,4
35409,80361,"Newport Beach, California USA",7-4-2020,"?

?

?FEDERAL TRADE COMMISSION?



?SOCIAL SECURITY ADMINISTRATION?



?PLEASE SHARE THIS WITH EVERYONE ON ALL YOUR SOCIAL MEDIA PLATFORMS?



MARK ALLEN SOVA

NSA CRYPTOLOGIST ANALYST MATHEMATICIAN

@77MARKALLENSOVA



?Avoiding SSA scams during COVID-19?

 https://t.co/XLbhrYETnm",3
35410,80362,United States,7-4-2020,South African police enforcing a coronavirus lockdown have fired rubber bullets towards hundreds of shoppers queueing outside a supermarket in Johannesburg the police used whips to get the shoppers to observe social distancing rules,1
35411,80363,,7-4-2020,Protect what you love,4
35412,80364,"Columbia, Maryland",7-4-2020,Every grocery store should do this right now. It helps regulate the flow of customers and makes it easier to keep at least 6 feet from others. #Coronavirus #Lockdown #GroceryStoreScene https://t.co/N172o6khNP,4
35413,80365,"Atlanta, GA",7-4-2020, It isn t like a certain region was hit by a hurricane and things can flood in from across the country   Gaither said  Everybody is affected by this  ,3
35414,80366,"Fayetteville, AR",7-4-2020,Determined to Help The Jane B Gearhart Full Circle Food Pantry has seen demand triple with the COVID 19 crisis and is welcoming donations   gt,3
35415,80367,Private jet,7-4-2020,"@uihawkgrad @judthepud2 @deirdrewells246 @joan_moon @callistoggawine Bro as so@wine who@has worked in retail before and grocery , the forecasted metrics for consumer traffic in a store a day when COVID 19 isn't happening are closer  to 14k. Given the quar",2
35416,80368,Great Southern Land,7-4-2020,How has COVID-19 coronavirus affected you as a consumer? Take this @choiceaustralia survey and help shape how our community responds: https://t.co/NUK64oyGMY #coronavirusau #covid19australia,3
35417,80369,"Sydney, Australia",7-4-2020,Some simple steps when undertaking the number one reason for leaving the home right now grocery shopping,3
35418,80370,ssr playable belial 58/300,7-4-2020, SPECIAL APRIL COMMISSION  RT   Due to Covid 19 global pandemic I will be happy to offer a 15 discount on all prices for the 5 slots of this month As usual dm to order as the form on the website is momentarily broken ww thank you,4
35419,80371,"Karachi, Pakistan",7-4-2020,"It's more better to decrease flour prices in the country other than Rashan Bags Drama / Corona Funds &amp; Donations.

Atleast poor can able to eat ROTI with Pani, as many daily wages labor / people have nothing to eat now ?

#BitterTruth 



Share if Agree

#CoronaFreePakistan #Covid_19",3
35420,80372,,7-4-2020,"COVID-19: Grocery prices start to rise as cost increases take hold | Vancouver Sun

?@ServiceCanada_E? ?@JustinTrudeau? So youre slashing out cheques left and right - what about those on fixed CPP pensions? https://t.co/ckoIXs4FMP",1
35421,80373,hou$ton ,7-4-2020,All the marketing emails in my inbox right now are like Nooo don t die of Covid 19 check out our sale prices worth dying for instead a haa haa,1
35422,80374,Euphoria .,7-4-2020,Lol anything in with ice I m sold You re getting a very good deal with these prices and enjoy mocktails and cocktails in a pouch in the comfort of your homes  ,4
35423,80375,jp,7-4-2020,Flushing New York The epicenter of the Supermarkets that are open all have lines 6 feet rule This Great Wall Supermarket didn t have a line But It s closing the door today BJ s in Flushing also has a LONG line,3
35424,80376,"Toronto, Ontario",7-4-2020,Alberta is on track to hit a staggering 25 unemployment rate as businesses continue to shed jobs amid the global pandemic coupled with historically low prices premier said,0
35425,80377,But it is our duty to live.,7-4-2020,"?? Beginning today at 11:00 Chattanooga, Tennessee whiskey ? company @ChattWhiskey will sell FDA approved sanitiser with ?% of proceeds going to the local United Way to help unemployed hospitality &amp; restaurant workers due to #coronavirus #shutdown. 

 https://t.co/Tuh7F7LF0V",4
35426,80378,"USN Sixth Fleet - Rota, Spain",7-4-2020,@MarilynLavala @77MARKALLENSOVA @kay89266490 @Consofcooking1 @MountainAjax @MsDayglo @ruxcytbl @McginnKeven @Schanette55 @davidf4444 @dvorakfilms @WhimsicalMeToo @HorseShort @RosaleeAdams @establishmentno @freedom_gal @atlantis000000 @__CassidyRae__ @Jane,2
35427,80379,Everywhere At Once ,7-4-2020,"US Grocery workers are beginning to die of coronavirus



At least four people  who had worked at Walmart, Trader Joes and Giant  have died from covid-19 in recent days https://t.co/BuvwyGXic0",0
35428,80380,"Toronto, Ontario",7-4-2020,All hands on deck Grocery store executives get a taste of the hard life on coronavirus front lines,1
35429,80381,,7-4-2020,Had to make a grocery store run. My family voted that I go. ?? #coronavirus #takeonefortheteam,2
35430,80382,"Quinte West, Ontario",7-4-2020,"Ordered masks and hand sanitizer from @amazonca this evening but I could be dead before they arrive.

#COVID2019 #COVID19 #Covid_19 #coronavirus #cdnpoli #onpoli #stayhome #Amazon https://t.co/lPxIN2nBbw",0
35431,80383,Nairobi,7-4-2020,"When you see people starving, it is not as a result of food shortage, but because of greed, selfish &amp; capitalism. As milk prices plunge, some dairy farmers are dumping milk to curb oversupply during the #coronavirus #lockdown.



Video courtesy of @QuickTake https://t.co/FDWmTouKWz",0
35432,80384,Australia,7-4-2020,"Covid-19 impact on Australias property market  Nerida Conisbee, Economist with https://t.co/rgLxQtE6KK. Australia won't see house prices in free fall"".

 https://t.co/k0V8PaPka9",4
35433,80385,"Slave, Coconut Shell",7-4-2020,The Stock Exchange of Thailand SET index ended the morning trading session on an upbeat note with a 5 rise buoyed by a pick up in global crude prices and a fall in Covid 19 fatalities in Europe,0
35434,80386,Rayleigh,7-4-2020,Me &amp; Cat did the shopping today. @Morrisons were very good at keeping folk at a distance - We split up in order to be swift in the grocery store and this then allows a steady flow IN/OUT #SocialDistancing #Shopping ?&lt;------&gt;?,4
35435,80387,Hyderabad | Chennai | Mumbai,7-4-2020,"March - April Month special 



- no credit card bill

- no online food delivery bill

- no petrol bill

- no online purchases bill

- no restaurant bill

- no shopping bill



Courtesy - #Lockdown21 by #CoronaVirus #COVID?19",1
35436,80388,"Linn, Missouri, USA",7-4-2020,While oil prices plummet as does natural gas none of this matters to us State governments are trying to hand over our lives to dirty energy corps We have 9 5 years to replace fracked gas with clean energy manufacturing We must fight and fight hard,3
35437,80389,,7-4-2020,Cant let this die. A little humor in these times. Reposting from a FB post. #COVID19 #coronavirus #lockdown #30MoreDays #staysafe #toiletpaper #ToiletPaperApocalypse https://t.co/AQ8wNWs32l,1
35438,80390,"Texas, USA",7-4-2020, Why do you take more than you need Don t you know other people must wipe their butts too Toilet paper Chan will deliver divine justice on those who are greedy ,4
35439,80391,?? ???,7-4-2020,These new products allow you to press elevator buttons and open doors without touching them,3
35440,80392,,7-4-2020,"@Covid-19 outbreak is severe, @Coronavirus is spreading and threatening our health.Wearing @Face mask can effectively prevent infection.Our company specializes in the production of @KN95 mask,Good prices, Express https://t.co/RuLyLVeAuZ me if you need! ht",2
35441,80393,,7-4-2020,Opinion The pandemic falling oil prices and implications in the Middle East With nations reeling from the COVID 19 pandemic the long term implications for global oil markets and the economy as a whole are only just beginning to be understood,1
35442,80394,Nick Gurr Street ,7-4-2020,hello twitter my gma is selling easter baskets and cascar nes but can t go out and sell them because of COVID 19 a simple rt would really help the prices range from 1 65 let me or know if interested thank you in advance,4
35443,80395,Florida,7-4-2020,The Economy Ministry is taking legal action against business owners exploiting the crisis to raise food prices during,0
35444,80396,???,7-4-2020,Due to the ongoing business restrictions and store closures related to the COVID 19 shutdowns the physical retail version of Azure Striker Gunvolt Striker Pack for PS4 will be delayed We appreciate your support and hope you and your loved ones stay safe,4
35445,80397,????,7-4-2020,Here s how CBS star and her team at Blinking Owl distillery went from making alcohol to making hand sanitizer to help hospitals during the pandemic  ,4
35446,80398,That shack outside La Grange,7-4-2020,A comprehensive guide to avoiding the grocery store and pharmacy https://t.co/ZXhcbe5Rx2 #Coronavirus #Trending #News #NYC #nypost #Groceries #Food #Medication #Delivery #Prescriptions #COVID19,1
35447,80399,America ,7-4-2020,Covid 19 has US cheese and milk industries on the brink   Quartz   It doesn t help that distributors are raising the prices on milk It s gone up almost 1 00 a gallon in our store and Eggs are ridiculous 3 99 a dozen That s 2 more than normal,3
35448,80400,??? ?? ???? ,7-4-2020,As the spread of 19 in shows a spiral curve the prices of are increasing dramatically almost out of the reach of common man A single N 95 mask   is being sold in Rs 2200 in We are the champions of humanity,3
35449,80401,"Surrey, British Columbia",7-4-2020,Want to say thank you to our grocery store workers Thank you to our doctors and nurses Thank you to all of our essential workers 19,4
35450,80402,Japan,7-4-2020,The DOTr said that if left uncontrolled the port congestion will lead to cargo delays that in turn would impact commodity prices amid the coronavirus disease 2019 COVID 19 pandemic,1
35451,80403,USAEuropa,7-4-2020,E T Browne Drug Co is one of the nation s oldest skincare companies as it s been in business since 1840 Now it s making hand sanitizer in response to the crisis,1
35452,80404,In the ?? of Hindustan,7-4-2020,On today Did Trump actually give a dhamki to India on To how onions made Sushma Swaraj lose an election,1
35453,80405,"Punjab, Pakistan",7-4-2020,Walkthrough Sanitizer in Kohat KP,2
35454,80406,?????? - ????????,7-4-2020,"#Idiot #Christchurch_man

#Covid_19 @jacindaardern calls man who coughed, sneezed on supermarket shoppers 'an idiot'

https://t.co/9QLOoeD91n",1
35455,80407,"Hisar, India",7-4-2020,outbreak A 20 mkg shortfall at last year s unit prices would translate into a trade deficit of more than 64 million Avishek reports,1
35456,80408,"North Carolina, USA. ",7-4-2020,@ThomONeil1 @bobbiejaneV @media_auntie @BonJS0370 @ldog562 @zazzybritches @pecriel @kristyshl @HurricaneEve81 @MaryHow16 @SafiMaasai @alice4u2010 @ReneTremblay13 @stweetleigh @poppij @Dianne2429 @paulinef136 @mccunecicki @TilghmanChris @StaryStaryNlght @b,2
35457,80409,,7-4-2020,Major supermarket chains are beginning to report their first related employee deaths leading to store closures and increasing anxiety among grocery workers as the intensifies across the country,1
35458,80410,,7-4-2020,What a job by Bill Ackman on Twitter this weekend to pump up the market by saying the worst of the is over Ackman s top holding HLT Hilton was up 14 today Now Bill can unload a majority of his position tommorow at much higher prices Classic pump and dump,0
35459,80411,,7-4-2020,@Dan_Beeton @MADREspeaks Covid-19 has actually benefitted them by driving Rosneft out of Venezuela because of falling oil prices. Elliot Abrams is talking about ending sanctions and sidelining Guaido if Maduro steps down. Will be interesting to see how th,3
35460,80412,https://clickclickclick.click/,7-4-2020,Angie Kim is a Loblaw executive who volunteered to work in stores during the crisis For the last month she s been shocked by the little humiliations and cruel comments that clerks are enduring every day in the middle of all this,0
35461,80413,Realityville,7-4-2020,Hundreds of executives from Canadian grocery chains have been redeployed to work at overwhelmed stores stocking shelves and wiping down carts,3
35462,80414,UAE,7-4-2020,Combating Covid-19: Notice high prices in UAE's retail stores? Report them https://t.co/xT8s4rwJyT,2
35463,80415,,7-4-2020,WATCH Texas CD23 candidate Raul Reyes discusses the amp dropping oil prices as they affect West Texas is in a run off he is the choice of the people battling against a big money candidate,1
35464,80416,???? ?? ????,7-4-2020,Exporting Hydroxychloroquine to US is a good business opportunity for India Shares of its manufactures surged when the news came Only catch is 80 of the active pharma ingredient is procured from China and its prices have more than doubled,4
35465,80417,"Philadelphia, PA",7-4-2020,The real reason you shouldn't go to the grocery store for two weeks ?@mashed? #coronavirus #COVID19   https://t.co/cAxJi7KuTN,2
35466,80418,??? ???  ???? ??? ??????????,7-4-2020,How can people deal with anxiety brought on by this Here tips from expert Lynn Hagan on s Help Starts Here consumer website,3
35467,80419,USA,7-4-2020,Trump dismisses question on oil prices when reporter can t name price via,2
35468,80420,"Oak Creek, WI",7-4-2020,#WisconsinPrimary I voted easy in Oak Creek. There is less #SocialDistancing in the grocery store or park than at the polling station! Stop the hysteria &amp; #fakenews https://t.co/dIA3WLwKOH,1
35469,80421,Costa Leona,7-4-2020,The pandemic and plunging oil prices force ExxonMobil to cut spending,1
35470,80422,"Varanasi, India",7-4-2020,And is not accepting that there are more than 8 cases in when 1500 people had attended and have become in the state The blame is being put on lawful citizens who are facing food shortage,0
35471,80423,??????,7-4-2020,With the COVID 19 lockdown the of several including pulses amp tamarind have shot up Traders said the reason for increase was a shortage in supply of goods due to lack of proper logistics  #QuarantineLife,1
35472,80424,Fiji,7-4-2020,07 04 20 PRESS RELEASE COVID   19 Prices Soar for Local Vegetables,2
35473,80425,,7-4-2020,"@mlq3 Then let the hospitals take a four day holiday.



You die faster from lack of food than from covid-19. There is no acceptable excuse for pulling anyone offline when the supply structure is already stressed. As long as there is demand, they should",0
35474,80426,,7-4-2020,Maryland do you see your mates,2
35475,80427,??????? Helheim's Forest,7-4-2020,"Day 1 of Circuit Breaker Semi-Lockdown: All UNIQLO physical stores are closed, but their online store is open. ?



The shorts which Mom has been eyeing is on sale so I bought it. ?



Didn't expect to start shopping online so quickly. ?



I hope this COVID-19 will end soon. ??? https://t.co/n9g0HVzRHZ",4
35476,80428,United Arab Emirates,7-4-2020,Combating 19 Notice high prices in UAE s retail stores Report them,2
35477,80429,Hotel California,7-4-2020,Grocery workers are beginning to die of,1
35478,80430,"The 4 Treasons, Mar-A-Shithole",7-4-2020,The LA City Council just adjourned but some key motions were introduced They include motion calling for a blanket ban on evictions motion calling for rent deferred during the Covid 19 crisis to be treated like consumer debt to avoid evictions based on nonpayment,0
35479,80431,My Mother was my first country,7-4-2020,Commentary Has COVID 19 made e commerce and online shopping the new normal,2
35480,80432,"Kilmarnock, Scotland",7-4-2020,Is it just me or the cleaning of trolley handles at the supermarket just daft so a went to get a trolley out the bays push it into supermarket and entering they give you hand sanitizer for the handle but a have just pushed it by handle from outside so if it had covid 19 am fucked,0
35481,80433,"West Melbourne, FL",7-4-2020,"We're starting to see grocery store workers contract COVID-19 and die now. I think the stores should have strict ""No Mask, No Service"" policies in place, and enforce them.



#COVID19 

#coronavirus",0
35482,80434,,7-4-2020,"If the #Coronavirus is as bad as the #FakeNewsMedia claims it is, why arent we hearing about grocery clerks dropping like flies? The store is literally 1 of maybe 3 places anyone is allowed to go to!!! Am I wrong? https://t.co/D9g0gX0QXX",0
